path	category	name	frequency_hz	preset	protocol
BruceRF/Automotive/Asian/Hyundai_Kia_Genesis/Hyundai_V1_N1_RAW.sub	Automotive	Hyundai_V1_N1_RAW	315000000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Automotive/Asian/Hyundai_Kia_Genesis/Kia_Carnival_l2_u2_t2_p2_rs2_lr2_rr2.sub	Automotive	Kia_Carnival_l2_u2_t2_p2_rs2_lr2_rr2	433889000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Automotive/Asian/Hyundai_Kia_Genesis/Hyundai_Santafe_ll_uu_t_p.sub	Automotive	Hyundai_Santafe_ll_uu_t_p	433889000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Automotive/Asian/Hyundai_Kia_Genesis/Genesis_GV80_hatch.sub	Automotive	Genesis_GV80_hatch	433920000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Automotive/Asian/Hyundai_Kia_Genesis/Genesis_GV80_lock.sub	Automotive	Genesis_GV80_lock	433920000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Automotive/Asian/Hyundai_Kia_Genesis/Hyundai_V2_N1.sub	Automotive	Hyundai_V2_N1	433920000	FuriHalSubGhzPreset2FSKDev476Async	KIA/HYU V2
BruceRF/Automotive/Asian/Hyundai_Kia_Genesis/Kia_V5_N3.sub	Automotive	Kia_V5_N3	433920000	FuriHalSubGhzPreset2FSKDev476Async	KIA/HYU V5
BruceRF/Automotive/Asian/Hyundai_Kia_Genesis/Hyundai_Sonata_l2_u2_rs2_p2.sub	Automotive	Hyundai_Sonata_l2_u2_rs2_p2	433920000	FuriHalSubGhzPresetOok270Async	RAW
BruceRF/Automotive/Asian/Hyundai_Kia_Genesis/Hyundai_V6_Test.sub	Automotive	Hyundai_V6_Test	433920000	FuriHalSubGhzPreset2FSKDev476Async	KIA/HYU V6
BruceRF/Automotive/Asian/Hyundai_Kia_Genesis/Hyundai_V0_N1.sub	Automotive	Hyundai_V0_N1	433920000	FuriHalSubGhzPreset2FSKDev476Async	KIA/HYU V0
BruceRF/Automotive/Asian/Hyundai_Kia_Genesis/Genesis_GV80_remote_start.sub	Automotive	Genesis_GV80_remote_start	433920000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Automotive/Asian/Hyundai_Kia_Genesis/Test_New_Kia_Hyundai.sub	Automotive	Test_New_Kia_Hyundai	433920000	FuriHalSubGhzPreset2FSKDev476Async	KIA/HYU V5
BruceRF/Automotive/Asian/Hyundai_Kia_Genesis/Kia_V5_N2_RAW.sub	Automotive	Kia_V5_N2_RAW			
BruceRF/Automotive/Asian/Hyundai_Kia_Genesis/Hyundai_V0_Great_Konserva.sub	Automotive	Hyundai_V0_Great_Konserva	433920000	FuriHalSubGhzPreset2FSKDev476Async	KIA/HYU V0
BruceRF/Automotive/Asian/Hyundai_Kia_Genesis/Genesis_G90_l2_u2_t2_p_2.sub	Automotive	Genesis_G90_l2_u2_t2_p_2	433920000	FuriHalSubGhzPresetOok270Async	RAW
BruceRF/Automotive/Asian/Hyundai_Kia_Genesis/Kia_Sorento_l2_u2_rs2_p2.sub	Automotive	Kia_Sorento_l2_u2_rs2_p2	433889000	FuriHalSubGhzPresetOok270Async	RAW
BruceRF/Automotive/Asian/Hyundai_Kia_Genesis/Kia_0_orig.sub	Automotive	Kia_0_orig			
BruceRF/Automotive/Asian/Hyundai_Kia_Genesis/Hyundai_V4_N1.sub	Automotive	Hyundai_V4_N1	433920000	FuriHalSubGhzPreset2FSKDev476Async	KIA/HYU V4
BruceRF/Automotive/Asian/Hyundai_Kia_Genesis/Hyundai_V2_Random_Habar.sub	Automotive	Hyundai_V2_Random_Habar	433920000	FuriHalSubGhzPreset2FSKDev476Async	KIA/HYU V2
BruceRF/Air_Filtration/WEN_3410_Air_Filter/On_speed.sub	Air_Filtration	On_speed	433920000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Air_Filtration/WEN_3410_Air_Filter/Off.sub	Air_Filtration	Off	433920000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Air_Filtration/WEN_3410_Air_Filter/Time.sub	Air_Filtration	Time	433920000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_855.25.sub	Jamming	Jam_855.25	855250000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_841.50.sub	Jamming	Jam_841.50	841500000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_449.85.sub	Jamming	Jam_449.85	449850000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_318.85.sub	Jamming	Jam_318.85	318850000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_852.10.sub	Jamming	Jam_852.10	852100000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_909.00.sub	Jamming	Jam_909.00	909000000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_846.65.sub	Jamming	Jam_846.65	846650000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_809.00.sub	Jamming	Jam_809.00	809000000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_783.85.sub	Jamming	Jam_783.85	783850000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_828.25.sub	Jamming	Jam_828.25	828250000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_387.00.sub	Jamming	Jam_387.00	387000000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_434.85.sub	Jamming	Jam_434.85	434850000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_873.35.sub	Jamming	Jam_873.35	873350000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_393.75.sub	Jamming	Jam_393.75	393750000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_860.75.sub	Jamming	Jam_860.75	860750000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_896.85.sub	Jamming	Jam_896.85	896850000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_874.00.sub	Jamming	Jam_874.00	874000000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_917.00.sub	Jamming	Jam_917.00	917000000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_903.75.sub	Jamming	Jam_903.75	903750000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_858.65.sub	Jamming	Jam_858.65	858650000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_803.75.sub	Jamming	Jam_803.75	803750000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_817.00.sub	Jamming	Jam_817.00	817000000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_910.35.sub	Jamming	Jam_910.35	910350000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_457.85.sub	Jamming	Jam_457.85	457850000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_306.85.sub	Jamming	Jam_306.85	306850000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_810.35.sub	Jamming	Jam_810.35	810350000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_831.10.sub	Jamming	Jam_831.10	831100000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_825.65.sub	Jamming	Jam_825.65	825650000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_925.65.sub	Jamming	Jam_925.65	925650000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_888.85.sub	Jamming	Jam_888.85	888850000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_836.25.sub	Jamming	Jam_836.25	836250000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_822.50.sub	Jamming	Jam_822.50	822500000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_922.50.sub	Jamming	Jam_922.50	922500000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_399.00.sub	Jamming	Jam_399.00	399000000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_847.25.sub	Jamming	Jam_847.25	847250000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_853.50.sub	Jamming	Jam_853.50	853500000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_840.10.sub	Jamming	Jam_840.10	840100000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_854.65.sub	Jamming	Jam_854.65	854650000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_395.00.sub	Jamming	Jam_395.00	395000000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_426.85.sub	Jamming	Jam_426.85	426850000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_861.35.sub	Jamming	Jam_861.35	861350000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_791.85.sub	Jamming	Jam_791.85	791850000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_392.35.sub	Jamming	Jam_392.35	392350000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_872.75.sub	Jamming	Jam_872.75	872750000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_866.00.sub	Jamming	Jam_866.00	866000000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_884.85.sub	Jamming	Jam_884.85	884850000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_829.65.sub	Jamming	Jam_829.65	829650000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_811.75.sub	Jamming	Jam_811.75	811750000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_805.00.sub	Jamming	Jam_805.00	805000000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_905.00.sub	Jamming	Jam_905.00	905000000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_911.75.sub	Jamming	Jam_911.75	911750000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_314.85.sub	Jamming	Jam_314.85	314850000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_445.85.sub	Jamming	Jam_445.85	445850000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_802.35.sub	Jamming	Jam_802.35	802350000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_859.25.sub	Jamming	Jam_859.25	859250000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_902.35.sub	Jamming	Jam_902.35	902350000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_878.00.sub	Jamming	Jam_878.00	878000000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_923.10.sub	Jamming	Jam_923.10	923100000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_823.10.sub	Jamming	Jam_823.10	823100000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_837.65.sub	Jamming	Jam_837.65	837650000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_438.85.sub	Jamming	Jam_438.85	438850000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_924.25.sub	Jamming	Jam_924.25	924250000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_779.75.sub	Jamming	Jam_779.75	779750000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_824.25.sub	Jamming	Jam_824.25	824250000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_830.50.sub	Jamming	Jam_830.50	830500000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_438.90.sub	Jamming	Jam_438.90	438900000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_839.75.sub	Jamming	Jam_839.75	839750000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_862.65.sub	Jamming	Jam_862.65	862650000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_876.10.sub	Jamming	Jam_876.10	876100000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_396.50.sub	Jamming	Jam_396.50	396500000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_865.50.sub	Jamming	Jam_865.50	865500000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_391.65.sub	Jamming	Jam_391.65	391650000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_871.25.sub	Jamming	Jam_871.25	871250000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_850.00.sub	Jamming	Jam_850.00	850000000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_844.75.sub	Jamming	Jam_844.75	844750000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_857.35.sub	Jamming	Jam_857.35	857350000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_918.50.sub	Jamming	Jam_918.50	918500000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_410.85.sub	Jamming	Jam_410.85	410850000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_341.85.sub	Jamming	Jam_341.85	341850000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_818.50.sub	Jamming	Jam_818.50	818500000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_834.35.sub	Jamming	Jam_834.35	834350000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_322.85.sub	Jamming	Jam_322.85	322850000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_833.00.sub	Jamming	Jam_833.00	833000000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_827.75.sub	Jamming	Jam_827.75	827750000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_927.75.sub	Jamming	Jam_927.75	927750000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_868.10.sub	Jamming	Jam_868.10	868100000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_388.50.sub	Jamming	Jam_388.50	388500000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_849.35.sub	Jamming	Jam_849.35	849350000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_912.25.sub	Jamming	Jam_912.25	912250000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_906.50.sub	Jamming	Jam_906.50	906500000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_806.50.sub	Jamming	Jam_806.50	806500000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_812.25.sub	Jamming	Jam_812.25	812250000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_915.10.sub	Jamming	Jam_915.10	915100000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_901.65.sub	Jamming	Jam_901.65	901650000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_801.65.sub	Jamming	Jam_801.65	801650000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_815.10.sub	Jamming	Jam_815.10	815100000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_870.65.sub	Jamming	Jam_870.65	870650000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_390.25.sub	Jamming	Jam_390.25	390250000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_864.10.sub	Jamming	Jam_864.10	864100000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_397.10.sub	Jamming	Jam_397.10	397100000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_877.50.sub	Jamming	Jam_877.50	877500000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_863.25.sub	Jamming	Jam_863.25	863250000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_838.35.sub	Jamming	Jam_838.35	838350000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_819.10.sub	Jamming	Jam_819.10	819100000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_842.00.sub	Jamming	Jam_842.00	842000000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_919.10.sub	Jamming	Jam_919.10	919100000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_856.75.sub	Jamming	Jam_856.75	856750000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_845.35.sub	Jamming	Jam_845.35	845350000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_402.85.sub	Jamming	Jam_402.85	402850000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_389.10.sub	Jamming	Jam_389.10	389100000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_869.50.sub	Jamming	Jam_869.50	869500000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_926.35.sub	Jamming	Jam_926.35	926350000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_826.35.sub	Jamming	Jam_826.35	826350000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_330.85.sub	Jamming	Jam_330.85	330850000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_461.85.sub	Jamming	Jam_461.85	461850000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_921.00.sub	Jamming	Jam_921.00	921000000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_821.00.sub	Jamming	Jam_821.00	821000000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_835.75.sub	Jamming	Jam_835.75	835750000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_814.50.sub	Jamming	Jam_814.50	814500000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_800.25.sub	Jamming	Jam_800.25	800250000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_900.25.sub	Jamming	Jam_900.25	900250000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_914.50.sub	Jamming	Jam_914.50	914500000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_813.65.sub	Jamming	Jam_813.65	813650000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_807.10.sub	Jamming	Jam_807.10	807100000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_907.10.sub	Jamming	Jam_907.10	907100000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_913.65.sub	Jamming	Jam_913.65	913650000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_848.75.sub	Jamming	Jam_848.75	848750000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_337.65.sub	Jamming	Jam_337.65	337650000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_323.10.sub	Jamming	Jam_323.10	323100000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_429.00.sub	Jamming	Jam_429.00	429000000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_799.35.sub	Jamming	Jam_799.35	799350000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_330.50.sub	Jamming	Jam_330.50	330500000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_461.50.sub	Jamming	Jam_461.50	461500000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_324.25.sub	Jamming	Jam_324.25	324250000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_869.85.sub	Jamming	Jam_869.85	869850000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_454.00.sub	Jamming	Jam_454.00	454000000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_305.00.sub	Jamming	Jam_305.00	305000000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_311.75.sub	Jamming	Jam_311.75	311750000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_440.75.sub	Jamming	Jam_440.75	440750000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_914.85.sub	Jamming	Jam_914.85	914850000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_408.25.sub	Jamming	Jam_408.25	408250000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_453.35.sub	Jamming	Jam_453.35	453350000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_814.85.sub	Jamming	Jam_814.85	814850000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_787.35.sub	Jamming	Jam_787.35	787350000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_881.75.sub	Jamming	Jam_881.75	881750000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_430.35.sub	Jamming	Jam_430.35	430350000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_895.00.sub	Jamming	Jam_895.00	895000000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_877.85.sub	Jamming	Jam_877.85	877850000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_794.75.sub	Jamming	Jam_794.75	794750000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_780.00.sub	Jamming	Jam_780.00	780000000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_329.65.sub	Jamming	Jam_329.65	329650000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_437.00.sub	Jamming	Jam_437.00	437000000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_892.35.sub	Jamming	Jam_892.35	892350000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_423.75.sub	Jamming	Jam_423.75	423750000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_402.50.sub	Jamming	Jam_402.50	402500000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_416.25.sub	Jamming	Jam_416.25	416250000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_347.25.sub	Jamming	Jam_347.25	347250000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_405.65.sub	Jamming	Jam_405.65	405650000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_340.10.sub	Jamming	Jam_340.10	340100000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_411.10.sub	Jamming	Jam_411.10	411100000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_388.85.sub	Jamming	Jam_388.85	388850000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_798.75.sub	Jamming	Jam_798.75	798750000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_325.65.sub	Jamming	Jam_325.65	325650000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_460.10.sub	Jamming	Jam_460.10	460100000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_331.10.sub	Jamming	Jam_331.10	331100000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_899.00.sub	Jamming	Jam_899.00	899000000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_322.50.sub	Jamming	Jam_322.50	322500000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_336.25.sub	Jamming	Jam_336.25	336250000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_317.00.sub	Jamming	Jam_317.00	317000000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_446.00.sub	Jamming	Jam_446.00	446000000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_452.75.sub	Jamming	Jam_452.75	452750000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_303.75.sub	Jamming	Jam_303.75	303750000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_409.65.sub	Jamming	Jam_409.65	409650000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_441.35.sub	Jamming	Jam_441.35	441350000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_310.35.sub	Jamming	Jam_310.35	310350000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_806.85.sub	Jamming	Jam_806.85	806850000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_906.85.sub	Jamming	Jam_906.85	906850000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_893.75.sub	Jamming	Jam_893.75	893750000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_422.35.sub	Jamming	Jam_422.35	422350000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_865.85.sub	Jamming	Jam_865.85	865850000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_887.00.sub	Jamming	Jam_887.00	887000000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_795.35.sub	Jamming	Jam_795.35	795350000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_328.25.sub	Jamming	Jam_328.25	328250000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_396.85.sub	Jamming	Jam_396.85	396850000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_425.00.sub	Jamming	Jam_425.00	425000000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_880.35.sub	Jamming	Jam_880.35	880350000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_431.75.sub	Jamming	Jam_431.75	431750000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_786.75.sub	Jamming	Jam_786.75	786750000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_792.00.sub	Jamming	Jam_792.00	792000000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_818.85.sub	Jamming	Jam_818.85	818850000	FuriHalSubGhzPresetOok650Async	RAW
BruceRF/Jamming/Jam_410.50.sub	Jamming	Jam_410.50	410500000	FuriHalSubGhzPresetOok650Async	RAW
