path	category	name	device_type	uid
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_3/Daisy.nfc	Amiibo	Daisy	NTAG215	04 A8 12 19 88 C6 B0
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_3/Flora.nfc	Amiibo	Flora	NTAG215	04 22 AC 47 17 06 31
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_3/AC_288_Curly.nfc	Amiibo	AC_288_Curly	NTAG215	04 C0 45 09 32 8D 4B
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_3/Curlos.nfc	Amiibo	Curlos	NTAG215	04 36 B2 2B B7 E8 FE
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_3/AC_225_Ken.nfc	Amiibo	AC_225_Ken	NTAG215	04 68 66 82 F2 8C 4B
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_3/AC_215_Isabelle.nfc	Amiibo	AC_215_Isabelle	NTAG215	04 AB AC 8B 62 2C 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_3/Chester.nfc	Amiibo	Chester	NTAG215	04 FE 91 5A 2E 2A B4
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_3/Monty.nfc	Amiibo	Monty	NTAG215	04 75 29 50 CD CE EC
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_3/AC_223_Del.nfc	Amiibo	AC_223_Del	NTAG215	04 48 D4 10 CA 8C 4B
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_3/Rodeo.nfc	Amiibo	Rodeo	NTAG215	04 46 82 BB 11 8A 38
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_3/Cousteau.nfc	Amiibo	Cousteau	NTAG215	04 DE 85 5E 7B D2 15
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_3/AC_283_Frank.nfc	Amiibo	AC_283_Frank	NTAG215	04 81 B3 BE 32 8D 4B
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_3/AC_257_Klaus.nfc	Amiibo	AC_257_Klaus	NTAG215	04 FF FB 88 02 8D 4B
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_3/Chrissy.nfc	Amiibo	Chrissy	NTAG215	04 A2 F3 BB A7 A3 37
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_3/Ken.nfc	Amiibo	Ken	NTAG215	04 5D EC C9 A9 08 F3
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_3/AC_284_Chadder.nfc	Amiibo	AC_284_Chadder	NTAG215	04 4A B1 77 32 8D 4B
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_3/Drago.nfc	Amiibo	Drago	NTAG215	04 A3 05 F7 DE 4C 23
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_3/AC_201_Rover.nfc	Amiibo	AC_201_Rover	NTAG215	04 57 27 FC 32 8D 4B
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_3/AC_240_Deirdre.nfc	Amiibo	AC_240_Deirdre	NTAG215	04 39 99 2C EA 8C 4B
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_3/Gala.nfc	Amiibo	Gala	NTAG215	04 0C D0 B2 F0 EB 8F
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_3/Bam.nfc	Amiibo	Bam	NTAG215	04 9A DA 2C 14 CB CC
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_3/AC_300_Chrissy.nfc	Amiibo	AC_300_Chrissy	NTAG215	04 6B FC 1B 32 8D 4B
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_3/AC_235_SporkCrackle.nfc	Amiibo	AC_235_SporkCrackle	NTAG215	04 DA 21 77 EA 8C 4B
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_3/Soleil.nfc	Amiibo	Soleil	NTAG215	04 90 54 F5 B7 57 CF
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_3/AC_277_Monty.nfc	Amiibo	AC_277_Monty	NTAG215	04 CF 7A 39 BA FE 4A
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_3/Derwin.nfc	Amiibo	Derwin	NTAG215	04 5C B5 2B DD 8F 1C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_3/AC_298_Derwin.nfc	Amiibo	AC_298_Derwin	NTAG215	04 BB F4 C3 C2 FE 4A
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_3/Wolfgang.nfc	Amiibo	Wolfgang	NTAG215	04 EF BF 5E 86 0B 66
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Timmy.nfc	Amiibo	Timmy	NTAG215	04 DC FA 49 5A B3 65
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_304_Phineas.nfc	Amiibo	AC_304_Phineas	NTAG215	04 9C 7D 6D 92 72 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_360_Rod.nfc	Amiibo	AC_360_Rod	NTAG215	04 65 BF 56 B2 76 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_355_Mira.nfc	Amiibo	AC_355_Mira	NTAG215	04 5C 81 51 62 31 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_329_Broffina.nfc	Amiibo	AC_329_Broffina	NTAG215	04 13 F6 69 7A 31 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Lucky.nfc	Amiibo	Lucky	NTAG215	04 2D 78 85 D6 9C D8
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_340_Tex.nfc	Amiibo	AC_340_Tex	NTAG215	04 4A 3A FC 7A 47 4B
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Broffina.nfc	Amiibo	Broffina	NTAG215	04 C4 57 86 24 D3 50
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_324_Graham.nfc	Amiibo	AC_324_Graham	NTAG215	04 4B D4 13 BA 76 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Pietro.nfc	Amiibo	Pietro	NTAG215	04 D5 73 92 4C DE 5B
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Rory.nfc	Amiibo	Rory	NTAG215	04 C4 F0 70 52 23 3B
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_394_Grizzly.nfc	Amiibo	AC_394_Grizzly	NTAG215	04 90 88 94 F2 47 4B
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_371_Sally.nfc	Amiibo	AC_371_Sally	NTAG215	04 0E A8 2A DA 18 4A
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_310_Timmy.nfc	Amiibo	AC_310_Timmy	NTAG215	04 78 DA 2E 22 2D 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_326_Dizzy.nfc	Amiibo	AC_326_Dizzy	NTAG215	04 86 B5 BF 12 76 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_312_Shrunk.nfc	Amiibo	AC_312_Shrunk	NTAG215	04 46 9E 54 AA 72 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_335_Dotty.nfc	Amiibo	AC_335_Dotty	NTAG215	04 FA 10 66 AA 2C 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Mira.nfc	Amiibo	Mira	NTAG215	04 E9 CB F7 75 01 3C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_348_Olaf.nfc	Amiibo	AC_348_Olaf	NTAG215	04 41 AE 63 22 31 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Bones.nfc	Amiibo	Bones	NTAG215	04 D4 94 15 D6 E5 BD
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_331_Pashmina.nfc	Amiibo	AC_331_Pashmina	NTAG215	04 61 FB 16 B2 2C 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Cranston.nfc	Amiibo	Cranston	NTAG215	04 8A 69 55 EA A9 A8
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Brewster.nfc	Amiibo	Brewster	NTAG215	04 B9 1C CA 60 5C E5
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_347_Tammy.nfc	Amiibo	AC_347_Tammy	NTAG215	04 FD 72 03 1A 45 4B
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Annalise.nfc	Amiibo	Annalise	NTAG215	04 AF 6A E6 59 EC ED
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_370_Jacques.nfc	Amiibo	AC_370_Jacques	NTAG215	04 CD BB FA 82 72 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_383_Hippeux.nfc	Amiibo	AC_383_Hippeux	NTAG215	04 6C 4F AF 8A 31 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_345_Naomi.nfc	Amiibo	AC_345_Naomi	NTAG215	04 D9 C4 91 22 31 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_330_Croque.nfc	Amiibo	AC_330_Croque	NTAG215	04 59 E2 37 7A 31 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Tank.nfc	Amiibo	Tank	NTAG215	04 B2 3B 4E 6A 62 83
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Papi.nfc	Amiibo	Papi	NTAG215	04 95 01 B3 7D 17 C2
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_398_Angus.nfc	Amiibo	AC_398_Angus	NTAG215	04 3A B2 04 9A 31 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_366_Ribbot.nfc	Amiibo	AC_366_Ribbot	NTAG215	04 AC 92 B2 7A 47 4B
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Gloria.nfc	Amiibo	Gloria	NTAG215	04 40 8C 4F C5 BA FE
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Jacques.nfc	Amiibo	Jacques	NTAG215	04 25 5B 1F 98 8D EA
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_309_Resetti.nfc	Amiibo	AC_309_Resetti	NTAG215	04 F4 07 7F 02 2D 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Olaf.nfc	Amiibo	Olaf	NTAG215	04 20 31 3A BB AB 99
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_328_Boone.nfc	Amiibo	AC_328_Boone	NTAG215	04 76 B5 4F 12 76 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Resetti.nfc	Amiibo	Resetti	NTAG215	04 A0 C1 FB E8 6F 0C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_381_Gloria.nfc	Amiibo	AC_381_Gloria	NTAG215	04 7D 4F BE 8A 31 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_390_O_Hare.nfc	Amiibo	AC_390_O_Hare	NTAG215	04 BF 7C 4F B2 31 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_314_Gulliver.nfc	Amiibo	AC_314_Gulliver	NTAG215	04 D0 97 CB AA 72 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Boone.nfc	Amiibo	Boone	NTAG215	04 CD 0B 42 DE 0A CA
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Grizzly.nfc	Amiibo	Grizzly	NTAG215	04 16 BD 99 7A AC D0
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Sydney.nfc	Amiibo	Sydney	NTAG215	04 1E 30 5B 52 28 34
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Graham.nfc	Amiibo	Graham	NTAG215	04 47 78 94 B7 D9 0D
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Croque.nfc	Amiibo	Croque	NTAG215	04 72 9C 30 C2 0B C0
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Goldie.nfc	Amiibo	Goldie	NTAG215	04 9B 0B D2 C6 AD 48
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_369_Sylvia.nfc	Amiibo	AC_369_Sylvia	NTAG215	04 96 9D 87 B2 31 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_334_Erik.nfc	Amiibo	AC_334_Erik	NTAG215	04 73 7E 81 FA 2C 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_339_Fritta.nfc	Amiibo	AC_339_Fritta	NTAG215	04 B9 12 27 02 2D 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Leilani.nfc	Amiibo	Leilani	NTAG215	04 18 B7 62 6B 13 79
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_396_Simon.nfc	Amiibo	AC_396_Simon	NTAG215	04 4C 3B FB 9A 31 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_380_Kevin.nfc	Amiibo	AC_380_Kevin	NTAG215	04 D7 38 63 82 47 4B
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_387_Rowan.nfc	Amiibo	AC_387_Rowan	NTAG215	04 51 7A A7 FA 47 4B
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Maelle.nfc	Amiibo	Maelle	NTAG215	04 5A 5D 16 E8 6D 98
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_358_Papi.nfc	Amiibo	AC_358_Papi	NTAG215	04 FA 59 2F 9A 72 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Celia.nfc	Amiibo	Celia	NTAG215	04 99 55 84 F0 13 22
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Penelope.nfc	Amiibo	Penelope	NTAG215	04 DF 93 49 4B 79 11
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Simon.nfc	Amiibo	Simon	NTAG215	04 AC A5 FA BA D4 46
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Pashmina.nfc	Amiibo	Pashmina	NTAG215	04 45 6A 06 3B 3A 40
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Peggy.nfc	Amiibo	Peggy	NTAG215	04 0A 7E 00 99 F8 F7
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_368_Chow.nfc	Amiibo	AC_368_Chow	NTAG215	04 36 32 88 8A 47 4B
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Apple.nfc	Amiibo	Apple	NTAG215	04 82 45 A4 31 14 C4
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_313_Pave.nfc	Amiibo	AC_313_Pave	NTAG215	04 DA 2F 79 B2 72 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_337_Queenie.nfc	Amiibo	AC_337_Queenie	NTAG215	04 FF 4B 38 72 31 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Celeste.nfc	Amiibo	Celeste	NTAG215	04 76 A2 2C FB 71 AC
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Tommy.nfc	Amiibo	Tommy	NTAG215	04 8C 6A 36 6E 26 94
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_315_Redd.nfc	Amiibo	AC_315_Redd	NTAG215	04 60 96 7A B2 72 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Peaches.nfc	Amiibo	Peaches	NTAG215	04 DA 70 30 43 99 54
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Stitches.nfc	Amiibo	Stitches	NTAG215	04 2C C4 B0 B9 38 6F
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Rod.nfc	Amiibo	Rod	NTAG215	04 41 01 C0 21 40 FC
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Cally.nfc	Amiibo	Cally	NTAG215	04 F1 AD 9A 92 B0 55
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_386_Rosie.nfc	Amiibo	AC_386_Rosie	NTAG215	04 BD C5 F4 A2 76 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_359_Apple.nfc	Amiibo	AC_359_Apple	NTAG215	04 CE 8B C9 82 72 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Anabelle.nfc	Amiibo	Anabelle	NTAG215	04 E7 64 CD DD 41 A2
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Twiggy.nfc	Amiibo	Twiggy	NTAG215	04 B5 4B 08 12 5D 57
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Elmer.nfc	Amiibo	Elmer	NTAG215	04 7A 70 87 E0 0F 0D
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Pierce.nfc	Amiibo	Pierce	NTAG215	04 CF 9A 04 C1 D9 52
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_373_Pompom.nfc	Amiibo	AC_373_Pompom	NTAG215	04 4B 86 41 E2 47 4B
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Tammy.nfc	Amiibo	Tammy	NTAG215	04 B7 E3 B3 68 26 AD
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_352_Rory.nfc	Amiibo	AC_352_Rory	NTAG215	04 91 4E 53 22 31 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Pompom.nfc	Amiibo	Pompom	NTAG215	04 D1 1E 34 13 15 2E
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Barold.nfc	Amiibo	Barold	NTAG215	04 30 4B 79 A2 0F 64
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Frobert.nfc	Amiibo	Frobert	NTAG215	04 B7 58 6D 8B 3F E7
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_319_Pinky.nfc	Amiibo	AC_319_Pinky	NTAG215	04 03 71 FE 22 48 4B
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Queenie.nfc	Amiibo	Queenie	NTAG215	04 3F 97 9C 4E FC 6A
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Erik.nfc	Amiibo	Erik	NTAG215	04 F9 8E F2 14 CF 8F
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Mott.nfc	Amiibo	Mott	NTAG215	04 FE 47 D4 F2 0B FE
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Gulliver.nfc	Amiibo	Gulliver	NTAG215	04 29 F6 71 27 B2 84
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/OHare.nfc	Amiibo	OHare	NTAG215	04 6D 34 38 94 EE 71
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_385_Lucky.nfc	Amiibo	AC_385_Lucky	NTAG215	04 12 A9 37 82 31 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_305_Celeste.nfc	Amiibo	AC_305_Celeste	NTAG215	04 B7 C7 FC 22 31 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Zucker.nfc	Amiibo	Zucker	NTAG215	04 9D 14 0F 43 B1 3D
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_376_Rizzo.nfc	Amiibo	AC_376_Rizzo	NTAG215	04 1A 45 D3 B2 76 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_318_Stitches.nfc	Amiibo	AC_318_Stitches	NTAG215	04 21 C5 68 1A 2E 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_333_Lolly.nfc	Amiibo	AC_333_Lolly	NTAG215	04 80 25 29 52 48 4B
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Lucy.nfc	Amiibo	Lucy	NTAG215	04 E5 76 04 A7 EC F7
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Katrina.nfc	Amiibo	Katrina	NTAG215	04 B3 9B 7A 68 51 82
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Fang.nfc	Amiibo	Fang	NTAG215	04 DC 2E 5C E0 BA 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Pave.nfc	Amiibo	Pave	NTAG215	04 1A 28 AB F6 2C 03
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_382_Lobo.nfc	Amiibo	AC_382_Lobo	NTAG215	04 CA BE F8 72 47 4B
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Walt.nfc	Amiibo	Walt	NTAG215	04 36 A8 41 A9 EA 79
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Gracie.nfc	Amiibo	Gracie	NTAG215	04 5E CB FC E7 DD EF
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Sylvia.nfc	Amiibo	Sylvia	NTAG215	04 38 5E C3 46 2B 4A
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Gayle.nfc	Amiibo	Gayle	NTAG215	04 8E 74 6F 06 1E 84
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_354_Walt.nfc	Amiibo	AC_354_Walt	NTAG215	04 88 70 74 62 31 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_400_Robin.nfc	Amiibo	AC_400_Robin	NTAG215	04 49 54 91 9A 31 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Phineas.nfc	Amiibo	Phineas	NTAG215	04 71 02 61 6E 7B B6
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_367_Annalise.nfc	Amiibo	AC_367_Annalise	NTAG215	04 AF 3D 1E 12 48 4B
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_389_Bruce.nfc	Amiibo	AC_389_Bruce	NTAG215	04 EF F9 9A 8A 47 4B
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Rizzo.nfc	Amiibo	Rizzo	NTAG215	04 7E 80 69 78 34 10
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Sally.nfc	Amiibo	Sally	NTAG215	04 75 27 FD 45 C2 03
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_317_Goldie.nfc	Amiibo	AC_317_Goldie	NTAG215	04 44 77 BF 72 2E 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Puddles.nfc	Amiibo	Puddles	NTAG215	04 27 9D 91 35 C9 28
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Zipper.nfc	Amiibo	Zipper	NTAG215	04 C8 85 45 20 23 E0
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_378_Barold.nfc	Amiibo	AC_378_Barold	NTAG215	04 6C 99 79 82 47 4B
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Dotty.nfc	Amiibo	Dotty	NTAG215	04 27 0E 85 B3 BB CF
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Ribbot.nfc	Amiibo	Ribbot	NTAG215	04 7C 0D FA D0 91 B3
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_325_Peaches.nfc	Amiibo	AC_325_Peaches	NTAG215	04 4E 50 92 E2 8C 4B
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Aurora.nfc	Amiibo	Aurora	NTAG215	04 71 CB 30 2C C6 F8
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_397_Iggly.nfc	Amiibo	AC_397_Iggly	NTAG215	04 77 85 7E B2 31 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_302_Brewster.nfc	Amiibo	AC_302_Brewster	NTAG215	04 8C 6A 6A AA 72 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Elise.nfc	Amiibo	Elise	NTAG215	04 97 DB C4 DB 22 26
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_332_Shep.nfc	Amiibo	AC_332_Shep	NTAG215	04 85 64 6D FA 2C 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_349_Lucy.nfc	Amiibo	AC_349_Lucy	NTAG215	04 69 F2 17 BA 47 4B
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_374_Tank.nfc	Amiibo	AC_374_Tank	NTAG215	04 4E 6F AD A2 76 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Rowan.nfc	Amiibo	Rowan	NTAG215	04 40 01 9B 40 96 F9
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_342_Bones.nfc	Amiibo	AC_342_Bones	NTAG215	04 18 52 C6 1A 45 4B
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_322_Rocco.nfc	Amiibo	AC_322_Rocco	NTAG215	04 B6 44 7E BA 76 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_393_Frobert.nfc	Amiibo	AC_393_Frobert	NTAG215	04 0D 83 02 B2 31 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_395_Cally.nfc	Amiibo	AC_395_Cally	NTAG215	04 E9 85 E0 B2 31 4C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Isabelle.nfc	Amiibo	Isabelle	NTAG215	04 4E 4F 01 AC 95 6C
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Melba.nfc	Amiibo	Melba	NTAG215	04 50 9B 46 A8 BE 95
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Mallary.nfc	Amiibo	Mallary	NTAG215	04 56 5B A7 6E 4D 51
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/Rudy.nfc	Amiibo	Rudy	NTAG215	04 BE DB 0D 04 8C 29
BruceRFID/Amiibo/Animal_Crossing/Amiibo_Cards/Series_4/AC_364_Zucker.nfc	Amiibo	AC_364_Zucker	NTAG215	04 9D 24 35 82 72 4C
